"frame","timestamp","nose_x","nose_y","nose_z","nose_confidence","left_eye_inner_x","left_eye_inner_y","left_eye_inner_z","left_eye_inner_confidence","left_eye_x","left_eye_y","left_eye_z","left_eye_confidence","left_eye_outer_x","left_eye_outer_y","left_eye_outer_z","left_eye_outer_confidence","right_eye_inner_x","right_eye_inner_y","right_eye_inner_z","right_eye_inner_confidence","right_eye_x","right_eye_y","right_eye_z","right_eye_confidence","right_eye_outer_x","right_eye_outer_y","right_eye_outer_z","right_eye_outer_confidence","left_ear_x","left_ear_y","left_ear_z","left_ear_confidence","right_ear_x","right_ear_y","right_ear_z","right_ear_confidence","mouth_left_x","mouth_left_y","mouth_left_z","mouth_left_confidence","mouth_right_x","mouth_right_y","mouth_right_z","mouth_right_confidence","left_shoulder_x","left_shoulder_y","left_shoulder_z","left_shoulder_confidence","right_shoulder_x","right_shoulder_y","right_shoulder_z","right_shoulder_confidence","left_elbow_x","left_elbow_y","left_elbow_z","left_elbow_confidence","right_elbow_x","right_elbow_y","right_elbow_z","right_elbow_confidence","left_wrist_x","left_wrist_y","left_wrist_z","left_wrist_confidence","right_wrist_x","right_wrist_y","right_wrist_z","right_wrist_confidence","left_pinky_x","left_pinky_y","left_pinky_z","left_pinky_confidence","right_pinky_x","right_pinky_y","right_pinky_z","right_pinky_confidence","left_index_x","left_index_y","left_index_z","left_index_confidence","right_index_x","right_index_y","right_index_z","right_index_confidence","left_thumb_x","left_thumb_y","left_thumb_z","left_thumb_confidence","right_thumb_x","right_thumb_y","right_thumb_z","right_thumb_confidence","left_hip_x","left_hip_y","left_hip_z","left_hip_confidence","right_hip_x","right_hip_y","right_hip_z","right_hip_confidence","left_knee_x","left_knee_y","left_knee_z","left_knee_confidence","right_knee_x","right_knee_y","right_knee_z","right_knee_confidence","left_ankle_x","left_ankle_y","left_ankle_z","left_ankle_confidence","right_ankle_x","right_ankle_y","right_ankle_z","right_ankle_confidence","left_heel_x","left_heel_y","left_heel_z","left_heel_confidence","right_heel_x","right_heel_y","right_heel_z","right_heel_confidence","left_foot_index_x","left_foot_index_y","left_foot_index_z","left_foot_index_confidence","right_foot_index_x","right_foot_index_y","right_foot_index_z","right_foot_index_confidence"
"10","0.3333","0.50270","0.18192","0.01176","0.9602","0.48923","0.17183","0.00754","0.9152","0.48222","0.16867","0.00535","0.9651","0.47763","0.17245","0.00905","0.9661","0.51165","0.16940","0.01552","0.9713","0.52027","0.16727","0.01517","0.9736","0.52399","0.16965","0.01189","0.9140","0.46836","0.18150","0.01748","0.9562","0.53100","0.17902","0.02542","0.9327","0.49177","0.20243","0.01221","0.9674","0.50838","0.20451","0.00999","0.9741","0.43207","0.29919","0.00979","0.9558","0.57407","0.30230","0.01708","0.9658","0.42358","0.43250","-0.01938","0.9886","0.57831","0.43126","-0.01513","0.9491","0.43372","0.53929","-0.04217","0.9512","0.56971","0.54177","-0.03776","0.9393","0.42191","0.56250","-0.04566","0.9775","0.57652","0.56132","-0.03817","0.9335","0.41962","0.55769","-0.04930","0.9291","0.58257","0.55757","-0.04186","0.9555","0.43683","0.55389","-0.04171","0.9658","0.57100","0.55853","-0.03672","0.9465","0.45826","0.52098","-0.00369","0.9630","0.54353","0.52287","0.00427","0.9523","0.46307","0.72038","-0.00310","0.9585","0.54031","0.71781","0.00534","0.9674","0.46225","0.92091","0.00008","0.9663","0.54016","0.92026","0.00541","0.9099","0.45942","0.93967","0.01510","0.9410","0.53943","0.93961","0.02278","0.9389","0.46273","0.95023","-0.02446","0.9716","0.53783","0.94984","-0.01511","0.9342"
"11","0.3667","0.50007","0.17972","0.00964","0.9938","0.48927","0.17015","0.00773","0.9441","0.48160","0.17256","0.00593","0.9849","0.47736","0.17123","0.01009","0.9313","0.51272","0.16856","0.01328","0.9349","0.51658","0.16880","0.01401","0.9628","0.52427","0.17237","0.01268","0.9580","0.47159","0.18030","0.01886","0.9642","0.52967","0.17772","0.02674","0.9364","0.49052","0.20336","0.01181","0.9256","0.50853","0.20595","0.00961","0.9608","0.43211","0.29821","0.00433","0.9601","0.57472","0.29847","0.01622","0.9590","0.42066","0.43046","-0.02592","0.9610","0.57887","0.43234","-0.01432","0.9515","0.43143","0.54099","-0.04283","0.9425","0.57139","0.54017","-0.03708","0.9605","0.42190","0.55925","-0.04992","0.9766","0.57845","0.56128","-0.04280","0.9558","0.41596","0.55474","-0.04865","0.9520","0.58304","0.55516","-0.04206","0.9277","0.43320","0.55256","-0.04414","0.9575","0.56947","0.55578","-0.03494","0.9334","0.45876","0.52038","-0.00548","0.9603","0.54050","0.52149","0.00409","0.9510","0.46068","0.72072","-0.00068","0.9240","0.54301","0.72268","0.00348","0.9578","0.46078","0.92153","0.00058","0.9666","0.54041","0.92208","0.01030","0.9176","0.45805","0.94105","0.01659","0.9565","0.54247","0.94069","0.02156","0.9830","0.45921","0.95070","-0.02285","0.9883","0.54306","0.95172","-0.01664","0.9261"
"12","0.4000","0.49962","0.17857","0.01237","0.9568","0.48804","0.17220","0.01161","0.9679","0.48292","0.16811","0.00918","0.9705","0.47577","0.16850","0.00734","0.9773","0.51542","0.17285","0.01400","0.9811","0.51660","0.16764","0.01630","0.9431","0.52617","0.16674","0.01089","0.9781","0.46856","0.18058","0.01667","0.9842","0.53016","0.18063","0.02270","0.9579","0.49037","0.20203","0.01143","0.9393","0.51203","0.20783","0.01131","0.9160","0.42974","0.30241","0.00798","0.9445","0.57018","0.30190","0.01310","0.9243","0.42126","0.42830","-0.02048","0.9485","0.58035","0.43179","-0.01669","0.9460","0.43094","0.53949","-0.04526","0.9495","0.56991","0.54238","-0.03632","0.9821","0.42413","0.56126","-0.04517","0.9619","0.57802","0.56214","-0.04124","0.9587","0.41971","0.55948","-0.04718","0.9891","0.58395","0.55564","-0.03937","0.9476","0.43327","0.55885","-0.04180","0.9720","0.56662","0.55379","-0.03900","0.8928","0.46259","0.52166","-0.00399","0.9369","0.54010","0.51758","0.00260","0.9407","0.46201","0.72242","-0.00646","0.9890","0.54038","0.71747","0.00631","0.9334","0.45991","0.91862","0.00382","0.9866","0.54033","0.92248","0.00732","0.9508","0.46218","0.94054","0.01850","0.9337","0.54368","0.94094","0.02316","0.9816","0.46131","0.95300","-0.01786","0.9301","0.54245","0.95263","-0.01495","0.9081"
"13","0.4333","0.50313","0.18158","0.01426","0.9671","0.48722","0.17260","0.00426","0.9752","0.48118","0.16671","0.00831","0.9847","0.48023","0.16984","0.00934","0.9455","0.51484","0.16914","0.01644","0.9018","0.51801","0.16902","0.01279","0.9199","0.52571","0.17074","0.01202","0.9594","0.47263","0.18032","0.01912","0.9471","0.52997","0.18212","0.02116","0.9353","0.48956","0.20519","0.01153","0.9371","0.51063","0.20428","0.01111","0.9799","0.43070","0.30229","0.00716","0.9286","0.57141","0.29968","0.01271","0.9417","0.41833","0.43144","-0.02283","0.9887","0.58215","0.43031","-0.01867","0.9547","0.43073","0.54223","-0.03963","0.9464","0.57462","0.54029","-0.03661","0.8980","0.42132","0.56187","-0.04854","0.9596","0.57748","0.56083","-0.04032","0.9278","0.41478","0.55694","-0.04831","0.9338","0.58572","0.55717","-0.04294","0.9215","0.43621","0.55779","-0.04440","0.9334","0.56281","0.55369","-0.03594","0.9240","0.45817","0.52376","-0.00179","0.9768","0.54335","0.51932","0.00276","0.9448","0.45903","0.72224","-0.00288","0.9562","0.54056","0.72163","0.00632","0.9611","0.46235","0.92131","0.00246","0.9617","0.54010","0.91915","0.00819","0.9610","0.46066","0.93834","0.01676","0.9715","0.54169","0.94168","0.02573","0.9466","0.46094","0.95179","-0.02324","0.9526","0.54628","0.95259","-0.01840","0.9265"
"14","0.4667","0.50251","0.17900","0.00902","0.9640","0.48716","0.17001","0.00889","0.9520","0.48580","0.16809","0.00857","0.9533","0.47617","0.17178","0.00681","0.9546","0.51550","0.16842","0.01479","0.9524","0.51986","0.16791","0.01247","0.9321","0.52423","0.17242","0.01163","0.9431","0.47367","0.17900","0.01470","0.9917","0.53232","0.18432","0.02389","0.9372","0.49074","0.20553","0.01016","0.9950","0.50782","0.20421","0.01160","0.9567","0.43002","0.30057","0.00735","0.9653","0.57221","0.30095","0.01686","0.9272","0.42136","0.43044","-0.02343","0.9638","0.57950","0.42961","-0.01290","0.9274","0.43199","0.53764","-0.04195","0.9704","0.57196","0.54159","-0.03551","0.9356","0.42366","0.56139","-0.04663","0.9612","0.58086","0.56023","-0.04006","0.9459","0.41920","0.55433","-0.04789","0.9597","0.58551","0.55168","-0.04288","0.9364","0.43580","0.55724","-0.04443","0.9950","0.56543","0.55334","-0.03582","0.9336","0.45818","0.52310","-0.00631","0.9738","0.54278","0.52171","0.00394","0.9592","0.46052","0.72124","-0.00367","0.9530","0.54312","0.72241","0.00600","0.9205","0.46289","0.91947","0.00468","0.9804","0.53960","0.92220","0.00959","0.9307","0.46073","0.93979","0.01554","0.9698","0.54155","0.94166","0.02496","0.9521","0.46007","0.95400","-0.02348","0.9766","0.54110","0.94891","-0.01546","0.9167"
"15","0.5000","0.50132","0.18167","0.01180","0.9490","0.48920","0.16958","0.00836","0.9586","0.48140","0.16884","0.00761","0.9560","0.47724","0.16946","0.01063","0.9509","0.51176","0.17027","0.01297","0.9489","0.51866","0.16704","0.01369","0.8972","0.52499","0.16772","0.01198","0.9073","0.47045","0.18013","0.01422","0.9594","0.52880","0.18397","0.02488","0.9015","0.49258","0.20631","0.00790","0.9950","0.51200","0.20551","0.01236","0.9833","0.43060","0.30317","0.00895","0.9060","0.57061","0.29932","0.01307","0.9584","0.42049","0.43418","-0.02158","0.9896","0.58199","0.42940","-0.01338","0.9175","0.42967","0.54018","-0.04094","0.9410","0.57170","0.54197","-0.03420","0.9269","0.42305","0.55908","-0.05120","0.9567","0.58003","0.55917","-0.04250","0.9440","0.42055","0.55624","-0.04454","0.9683","0.58370","0.55783","-0.03805","0.9455","0.43418","0.55493","-0.04052","0.9547","0.56651","0.55429","-0.03619","0.9144","0.45908","0.52007","-0.00050","0.9778","0.53928","0.51792","0.00419","0.9427","0.46101","0.72056","-0.00397","0.9573","0.53999","0.72187","0.00610","0.9331","0.46054","0.92095","0.00078","0.9630","0.54228","0.92154","0.00930","0.9170","0.46144","0.94324","0.01882","0.9566","0.54154","0.94043","0.02267","0.9385","0.46277","0.95065","-0.01985","0.9732","0.54044","0.95080","-0.01556","0.9458"
"16","0.5333","0.50162","0.17915","0.00891","0.9753","0.49255","0.16964","0.00863","0.9526","0.48606","0.16857","0.00686","0.9680","0.47726","0.17401","0.00835","0.9593","0.51457","0.17130","0.01346","0.9691","0.51756","0.16772","0.01373","0.9274","0.52841","0.16923","0.01648","0.9560","0.47176","0.18192","0.01825","0.9501","0.53212","0.18147","0.02712","0.9237","0.49206","0.20530","0.01306","0.9427","0.51228","0.20448","0.01118","0.9667","0.43300","0.30175","0.00842","0.9320","0.57071","0.30267","0.01602","0.9543","0.41889","0.43192","-0.02509","0.9787","0.57943","0.43347","-0.01679","0.9415","0.43113","0.54194","-0.03863","0.9557","0.57352","0.54150","-0.03625","0.9386","0.41995","0.56206","-0.04958","0.9655","0.58046","0.55982","-0.04156","0.9560","0.41784","0.55563","-0.04787","0.9641","0.58118","0.55482","-0.04273","0.9513","0.43362","0.55553","-0.04199","0.9823","0.56627","0.55517","-0.03422","0.9422","0.46190","0.52275","-0.00294","0.9728","0.53891","0.52109","0.00235","0.9257","0.46597","0.72106","-0.00646","0.9651","0.53866","0.71984","0.00589","0.9423","0.46177","0.92257","0.00143","0.9435","0.54082","0.92318","0.01188","0.9283","0.46034","0.94120","0.01740","0.9591","0.53868","0.94028","0.02486","0.9724","0.46491","0.95227","-0.02676","0.9763","0.53962","0.95045","-0.01618","0.9085"
"17","0.5667","0.50300","0.17819","0.01196","0.9645","0.48842","0.17322","0.00515","0.9489","0.48141","0.16639","0.00556","0.9583","0.47647","0.17057","0.00729","0.9439","0.51568","0.17023","0.01711","0.9438","0.51740","0.16716","0.01709","0.9346","0.52473","0.16818","0.01558","0.9495","0.46805","0.18149","0.01951","0.9936","0.53345","0.18058","0.02572","0.9373","0.49364","0.20292","0.01046","0.9574","0.51019","0.21165","0.01242","0.9762","0.43120","0.30246","0.00772","0.9374","0.57176","0.30307","0.01565","0.9543","0.42059","0.42890","-0.02228","0.9562","0.58391","0.42814","-0.01382","0.9302","0.43154","0.53755","-0.04046","0.9915","0.57051","0.53834","-0.03525","0.9412","0.42388","0.55574","-0.04902","0.9765","0.57837","0.55874","-0.04185","0.9336","0.41729","0.55731","-0.04858","0.9853","0.58343","0.55646","-0.04046","0.9314","0.43643","0.55493","-0.04182","0.9546","0.56729","0.55251","-0.03691","0.9241","0.46362","0.51868","-0.00326","0.9528","0.54023","0.52280","0.00701","0.9428","0.46190","0.72272","-0.00438","0.9641","0.54141","0.72225","0.00592","0.9262","0.46223","0.91984","0.00452","0.9841","0.54359","0.92347","0.01048","0.9164","0.46234","0.93872","0.02023","0.9444","0.54168","0.94395","0.02690","0.9189","0.46116","0.95196","-0.02135","0.9421","0.54374","0.94847","-0.01657","0.9630"
"18","0.6000","0.50338","0.18065","0.01229","0.9417","0.48918","0.17242","0.00671","0.9531","0.48066","0.16836","0.00824","0.9862","0.47552","0.17045","0.00444","0.9374","0.51235","0.17296","0.01492","0.9452","0.52086","0.16986","0.01587","0.9336","0.52463","0.17042","0.01158","0.9713","0.46923","0.18075","0.01548","0.9081","0.53068","0.17981","0.02140","0.8935","0.49286","0.20355","0.01100","0.9546","0.51264","0.20305","0.01343","0.9789","0.43027","0.29971","0.00899","0.9535","0.57253","0.30318","0.01245","0.9615","0.42111","0.43158","-0.02216","0.9542","0.58061","0.42713","-0.01748","0.9597","0.43009","0.54197","-0.03980","0.9677","0.57017","0.54377","-0.03586","0.9284","0.42198","0.55988","-0.04712","0.9593","0.58050","0.55980","-0.04540","0.9546","0.41984","0.55632","-0.04353","0.9649","0.58268","0.55538","-0.03987","0.9095","0.43528","0.55697","-0.04245","0.9480","0.56896","0.55728","-0.03165","0.9541","0.46289","0.52102","-0.00209","0.9519","0.54317","0.52190","0.00706","0.9488","0.45787","0.71964","-0.00066","0.9506","0.54267","0.72139","0.00402","0.9082","0.45976","0.92081","0.00400","0.9673","0.53790","0.92127","0.01107","0.9425","0.45965","0.93911","0.01774","0.9767","0.54124","0.94183","0.02770","0.9376","0.46070","0.95334","-0.02238","0.9695","0.54295","0.95280","-0.01360","0.9542"
"19","0.6333","0.50303","0.18048","0.01148","0.9950","0.49254","0.17409","0.00787","0.9762","0.48467","0.16804","0.00769","0.9868","0.47915","0.17106","0.00724","0.9934","0.51582","0.17135","0.01920","0.9406","0.51845","0.16687","0.01292","0.9208","0.52447","0.17050","0.01620","0.9491","0.46890","0.18106","0.01368","0.9604","0.53021","0.18139","0.02389","0.9453","0.48783","0.20751","0.00962","0.9671","0.51212","0.20814","0.01579","0.9787","0.42664","0.30263","0.00685","0.9663","0.57235","0.30115","0.01047","0.9405","0.41906","0.42993","-0.02419","0.9321","0.58184","0.43555","-0.01595","0.9004","0.43177","0.54343","-0.04012","0.9417","0.57156","0.54433","-0.03544","0.9448","0.42323","0.55991","-0.04678","0.9448","0.57641","0.56321","-0.03980","0.9754","0.42097","0.55668","-0.04775","0.9104","0.58400","0.55320","-0.04258","0.9308","0.43444","0.55643","-0.04148","0.9409","0.56672","0.55474","-0.03461","0.9343","0.46349","0.52142","-0.00459","0.9361","0.54272","0.51951","0.00427","0.9250","0.46431","0.72173","-0.00230","0.9441","0.54054","0.72361","0.00377","0.9614","0.46250","0.92306","0.00007","0.9818","0.54456","0.91842","0.00991","0.9776","0.46108","0.94297","0.01281","0.9674","0.54104","0.94190","0.02639","0.9840","0.45869","0.95081","-0.02155","0.9476","0.54009","0.95368","-0.01766","0.9536"
"20","0.6667","0.50046","0.18240","0.01081","0.9808","0.48920","0.16796","0.00692","0.9676","0.48414","0.16813","0.00717","0.9643","0.47624","0.17414","0.01034","0.9926","0.51324","0.17276","0.01136","0.9804","0.51848","0.16912","0.01390","0.9174","0.52615","0.17103","0.01247","0.9588","0.47197","0.18123","0.01600","0.9686","0.53053","0.17950","0.02347","0.9358","0.48689","0.20463","0.01061","0.9553","0.50853","0.20610","0.01115","0.9403","0.43031","0.30152","0.00772","0.9559","0.57240","0.30391","0.01542","0.9548","0.42186","0.43013","-0.02211","0.9777","0.58452","0.42816","-0.01475","0.9518","0.43218","0.54027","-0.04222","0.9530","0.57171","0.53830","-0.03363","0.9163","0.42438","0.55967","-0.05108","0.9740","0.57996","0.56102","-0.03873","0.9046","0.42184","0.55245","-0.04702","0.9338","0.58324","0.55507","-0.04088","0.9393","0.43509","0.55395","-0.04309","0.9583","0.56517","0.55897","-0.03399","0.9355","0.45867","0.52201","0.00094","0.9705","0.54374","0.51946","0.00449","0.9448","0.45941","0.72519","-0.00048","0.9575","0.54005","0.71960","0.00190","0.9463","0.45955","0.92025","0.00108","0.9706","0.53810","0.92074","0.00579","0.9452","0.46221","0.94004","0.01527","0.9422","0.53963","0.93852","0.02297","0.9153","0.45913","0.95125","-0.02194","0.9395","0.54306","0.95454","-0.01621","0.9188"
"21","0.7000","0.50141","0.18262","0.01044","0.9463","0.48427","0.17236","0.00753","0.9794","0.48211","0.16719","0.00765","0.9682","0.47479","0.16949","0.00786","0.9457","0.51777","0.17401","0.01404","0.9475","0.51918","0.16957","0.01229","0.9571","0.52406","0.17276","0.01670","0.9320","0.47062","0.18008","0.01817","0.9822","0.53343","0.18018","0.02523","0.9283","0.49245","0.20599","0.01226","0.9578","0.51244","0.20662","0.01344","0.9795","0.43221","0.29748","0.00563","0.9622","0.56922","0.30459","0.01731","0.9553","0.42333","0.42592","-0.02267","0.9711","0.58033","0.42761","-0.01640","0.9443","0.43346","0.53861","-0.04457","0.9669","0.56950","0.54214","-0.03455","0.9097","0.42197","0.56213","-0.04590","0.9194","0.58060","0.56088","-0.04172","0.9152","0.41722","0.55509","-0.04697","0.9672","0.58147","0.55843","-0.04151","0.9931","0.43421","0.55602","-0.04351","0.9333","0.56933","0.55363","-0.03605","0.9447","0.46425","0.52067","-0.00120","0.9490","0.54163","0.52096","0.00418","0.9428","0.46285","0.71912","-0.00307","0.9950","0.54005","0.71954","0.00519","0.9423","0.46054","0.92154","0.00274","0.9492","0.54134","0.91751","0.00721","0.9367","0.46260","0.94086","0.01963","0.9541","0.54266","0.94062","0.02783","0.9616","0.46120","0.95204","-0.02090","0.9438","0.54267","0.95302","-0.01700","0.9301"
"22","0.7333","0.50160","0.18123","0.01168","0.9402","0.48995","0.16916","0.00649","0.9423","0.48407","0.16956","0.00746","0.9751","0.47839","0.17081","0.00487","0.9282","0.51127","0.16922","0.01205","0.9291","0.51681","0.16719","0.01445","0.9510","0.52511","0.17361","0.01504","0.9096","0.47409","0.18078","0.01752","0.9594","0.53003","0.18407","0.02911","0.9320","0.49113","0.20413","0.01192","0.9454","0.50971","0.20460","0.00927","0.9695","0.43177","0.30242","0.00730","0.9531","0.57016","0.30206","0.01475","0.9567","0.41979","0.42880","-0.02287","0.9534","0.58208","0.43277","-0.01546","0.9427","0.43016","0.54269","-0.04388","0.9655","0.56876","0.54231","-0.03293","0.9659","0.42286","0.56357","-0.04639","0.9616","0.57860","0.56461","-0.03927","0.9654","0.41967","0.55836","-0.05030","0.9763","0.58579","0.55670","-0.03860","0.9629","0.43430","0.56043","-0.04419","0.9405","0.56736","0.55322","-0.03687","0.9396","0.46410","0.51861","-0.00466","0.9652","0.54194","0.52001","0.00483","0.9302","0.46133","0.72131","0.00071","0.9620","0.54060","0.72029","0.00684","0.9386","0.46130","0.92103","0.00189","0.9822","0.54115","0.92161","0.01177","0.9751","0.46061","0.94206","0.01534","0.9848","0.54200","0.94336","0.02674","0.9393","0.46166","0.95493","-0.02549","0.9797","0.53996","0.95011","-0.01675","0.9027"
"23","0.7667","0.50574","0.18252","0.00997","0.9362","0.48923","0.16941","0.00656","0.9298","0.48553","0.16998","0.00742","0.9211","0.47743","0.16984","0.00824","0.9729","0.51342","0.17358","0.01408","0.9357","0.52226","0.17078","0.01497","0.9321","0.52423","0.17390","0.01511","0.9469","0.46950","0.18191","0.01928","0.9244","0.52960","0.17865","0.02448","0.9377","0.48906","0.20678","0.00951","0.9670","0.51233","0.20440","0.01176","0.9911","0.43099","0.30050","0.00614","0.9772","0.56820","0.29765","0.01285","0.9809","0.42220","0.43230","-0.02134","0.9566","0.58129","0.43054","-0.01454","0.9688","0.43110","0.54281","-0.03961","0.9794","0.57003","0.54024","-0.03713","0.9043","0.42127","0.56184","-0.04778","0.9655","0.58035","0.56055","-0.04247","0.9813","0.41791","0.55637","-0.05075","0.9562","0.58272","0.55657","-0.04518","0.9423","0.43848","0.55445","-0.04069","0.9628","0.56992","0.55535","-0.03785","0.9361","0.45993","0.52065","-0.00246","0.9503","0.54105","0.52373","0.00403","0.9308","0.46019","0.72288","-0.00333","0.9593","0.53810","0.71799","0.00474","0.9514","0.45886","0.92216","0.00563","0.9734","0.54176","0.91904","0.00904","0.9365","0.46124","0.94071","0.01727","0.9549","0.54078","0.94166","0.02664","0.9227","0.46113","0.94827","-0.02433","0.9550","0.54534","0.94933","-0.01558","0.9029"
"24","0.8000","0.50074","0.18099","0.01101","0.9845","0.49189","0.17430","0.00855","0.9506","0.48697","0.16882","0.00473","0.8978","0.47627","0.17252","0.00886","0.9727","0.51282","0.17104","0.01541","0.9429","0.51994","0.17058","0.01366","0.9462","0.52392","0.16840","0.01422","0.9499","0.47131","0.18377","0.01893","0.9799","0.53545","0.18136","0.02560","0.9373","0.49095","0.20479","0.01026","0.9478","0.50971","0.20434","0.00943","0.9600","0.42666","0.30058","0.00736","0.9527","0.57427","0.30202","0.01719","0.9522","0.42275","0.43254","-0.02422","0.9523","0.58138","0.43067","-0.01524","0.9380","0.43198","0.54314","-0.04307","0.9577","0.57496","0.53844","-0.03700","0.9428","0.42261","0.56240","-0.04632","0.9706","0.57949","0.56053","-0.04133","0.9599","0.41989","0.55392","-0.04591","0.9950","0.58411","0.55794","-0.04141","0.9255","0.43770","0.55691","-0.04342","0.9546","0.57054","0.55633","-0.03354","0.9528","0.46115","0.51795","0.00041","0.9534","0.54231","0.52142","0.00469","0.9950","0.46299","0.71846","-0.00380","0.9647","0.54205","0.72025","0.00736","0.9269","0.45737","0.91859","0.00008","0.9679","0.54233","0.92181","0.01051","0.9650","0.46008","0.94016","0.01953","0.9503","0.54244","0.93819","0.02427","0.9588","0.46136","0.95090","-0.02050","0.9541","0.54286","0.95207","-0.01969","0.9561"
"25","0.8333","0.50494","0.18166","0.01374","0.9495","0.48935","0.17106","0.00496","0.9262","0.48246","0.16783","0.00926","0.9709","0.47930","0.17399","0.00719","0.9834","0.51274","0.17192","0.01497","0.9383","0.52067","0.16644","0.01489","0.9668","0.52472","0.16926","0.01517","0.9321","0.47060","0.18054","0.01683","0.9700","0.53309","0.18141","0.02551","0.9429","0.49313","0.20412","0.01303","0.9683","0.50982","0.20485","0.01193","0.9721","0.43292","0.30114","0.01017","0.9546","0.57156","0.30322","0.01618","0.9436","0.42469","0.42988","-0.02022","0.9746","0.58019","0.43176","-0.01506","0.9317","0.43506","0.53895","-0.04312","0.9467","0.56925","0.54228","-0.03796","0.9195","0.42394","0.56273","-0.04734","0.9508","0.57890","0.56292","-0.03822","0.9122","0.42200","0.55920","-0.04877","0.9509","0.58369","0.55691","-0.04242","0.9563","0.43830","0.55443","-0.04122","0.9694","0.57276","0.55736","-0.03571","0.9336","0.46079","0.52161","-0.00222","0.9852","0.54376","0.52176","0.00468","0.9351","0.46241","0.72074","-0.00154","0.9620","0.54504","0.71948","0.00521","0.9667","0.46245","0.91947","0.00153","0.9747","0.54279","0.92290","0.00460","0.9277","0.46028","0.93975","0.01501","0.9562","0.54041","0.94083","0.02186","0.9179","0.46299","0.94902","-0.02207","0.9548","0.54065","0.95007","-0.01566","0.9229"
"26","0.8667","0.50258","0.18076","0.01104","0.9900","0.48829","0.17144","0.00775","0.9364","0.48287","0.17382","0.00712","0.9659","0.47837","0.16889","0.00986","0.9442","0.51482","0.17150","0.01374","0.9501","0.51766","0.16868","0.01220","0.9375","0.52403","0.17341","0.01292","0.9672","0.47059","0.18282","0.01962","0.9534","0.52936","0.18079","0.02574","0.9233","0.49197","0.20193","0.01097","0.9101","0.50956","0.20749","0.01118","0.9611","0.43295","0.30113","0.00311","0.9561","0.57603","0.29815","0.01693","0.9226","0.42135","0.43399","-0.02683","0.9373","0.58034","0.43250","-0.01493","0.9525","0.43126","0.54024","-0.04096","0.9690","0.57171","0.53922","-0.03901","0.9426","0.42374","0.56142","-0.04874","0.9771","0.57939","0.56106","-0.04116","0.9461","0.41845","0.55607","-0.04851","0.9674","0.58382","0.55450","-0.04115","0.9320","0.43452","0.55540","-0.04568","0.9234","0.56900","0.55795","-0.03573","0.9242","0.45835","0.51925","-0.00312","0.9748","0.54152","0.52205","0.00304","0.9329","0.46207","0.72149","-0.00144","0.9275","0.54139","0.72378","0.00511","0.9192","0.46315","0.92230","0.00117","0.9552","0.53966","0.92255","0.00858","0.9656","0.45986","0.94247","0.01869","0.9649","0.54313","0.94039","0.02303","0.9758","0.46036","0.95052","-0.02150","0.9676","0.54338","0.95312","-0.01567","0.9257"
"27","0.9000","0.50051","0.17776","0.01325","0.9510","0.48878","0.17426","0.01058","0.9638","0.48239","0.16795","0.00756","0.9471","0.47846","0.16937","0.00814","0.9770","0.51407","0.17137","0.01433","0.9600","0.51943","0.16787","0.01601","0.9469","0.52750","0.16811","0.01389","0.9721","0.46941","0.18091","0.01985","0.9904","0.53080","0.18232","0.02253","0.9527","0.49024","0.20414","0.01224","0.9594","0.51133","0.20969","0.01054","0.9308","0.42883","0.30218","0.00825","0.9405","0.57187","0.30261","0.01561","0.9577","0.42257","0.42859","-0.01981","0.9270","0.58269","0.43127","-0.01591","0.9267","0.43137","0.54245","-0.04577","0.9448","0.57259","0.54182","-0.03572","0.9670","0.42470","0.56239","-0.04718","0.9632","0.57816","0.56303","-0.04014","0.9452","0.41759","0.55903","-0.04920","0.9652","0.58471","0.55344","-0.03929","0.9678","0.43531","0.55745","-0.04189","0.9483","0.56897","0.55465","-0.03938","0.9166","0.46470","0.52220","-0.00325","0.9334","0.53819","0.51825","0.00112","0.9369","0.46317","0.72478","-0.00664","0.9806","0.54061","0.72110","0.00757","0.9211","0.46282","0.91906","0.00228","0.9950","0.54092","0.92155","0.00908","0.9524","0.46357","0.94095","0.01794","0.9520","0.54534","0.93911","0.02251","0.9766","0.46110","0.95075","-0.01851","0.9382","0.54321","0.95361","-0.01494","0.9008"
